_id,season,date_code,weekending,region,Total_ILI,Total_Patients_Seen,Percent_ILI,Number_Providers_Reporting
1522,2005-2006,200632,8/12/2006,Lower Southern,62,4419,1.4,14
1523,2005-2006,200632,8/12/2006,Northern,0,457,0,3
1524,2005-2006,200632,8/12/2006,Upper Southern,6,1608,0.37,4
1525,2005-2006,200633,8/19/2006,Bay Area,1,808,0.12,4
1526,2005-2006,200633,8/19/2006,California,28,7032,0.4,27
1527,2005-2006,200633,8/19/2006,Central,0,167,0,2
1528,2005-2006,200633,8/19/2006,Lower Southern,22,3456,0.64,14
1529,2005-2006,200633,8/19/2006,Northern,4,942,0.42,3
1530,2005-2006,200633,8/19/2006,Upper Southern,1,1659,0.06,4
1531,2005-2006,200634,8/26/2006,Bay Area,0,1145,0,5
1532,2005-2006,200634,8/26/2006,California,53,8983,0.59,28
1533,2005-2006,200634,8/26/2006,Central,0,263,0,3
1534,2005-2006,200634,8/26/2006,Lower Southern,46,4323,1.06,14
1535,2005-2006,200634,8/26/2006,Northern,3,1673,0.18,4
1536,2005-2006,200634,8/26/2006,Upper Southern,4,1579,0.25,2
1537,2005-2006,200635,9/2/2006,Bay Area,1,1477,0.07,7
1538,2005-2006,200635,9/2/2006,California,25,8711,0.29,29
1539,2005-2006,200635,9/2/2006,Central,0,570,0,3
1540,2005-2006,200635,9/2/2006,Lower Southern,19,3162,0.6,11
1541,2005-2006,200635,9/2/2006,Northern,1,1783,0.06,4
1542,2005-2006,200635,9/2/2006,Upper Southern,4,1719,0.23,4
1543,2005-2006,200636,9/9/2006,Bay Area,3,1210,0.25,6
1544,2005-2006,200636,9/9/2006,California,66,8227,0.8,32
1545,2005-2006,200636,9/9/2006,Central,0,588,0,2
1546,2005-2006,200636,9/9/2006,Lower Southern,50,3199,1.56,16
1547,2005-2006,200636,9/9/2006,Northern,6,1488,0.4,4
1548,2005-2006,200636,9/9/2006,Upper Southern,7,1742,0.4,4
1549,2005-2006,200637,9/16/2006,Bay Area,4,1477,0.27,6
1550,2005-2006,200637,9/16/2006,California,92,10001,0.92,31
1551,2005-2006,200637,9/16/2006,Central,1,686,0.15,3
1552,2005-2006,200637,9/16/2006,Lower Southern,75,4517,1.66,14
1553,2005-2006,200637,9/16/2006,Northern,7,1544,0.45,3
1554,2005-2006,200637,9/16/2006,Upper Southern,5,1777,0.28,5
1555,2005-2006,200638,9/23/2006,Bay Area,6,1300,0.46,6
1556,2005-2006,200638,9/23/2006,California,112,9618,1.16,30
1557,2005-2006,200638,9/23/2006,Central,1,607,0.16,3
1558,2005-2006,200638,9/23/2006,Lower Southern,97,4675,2.07,14
1559,2005-2006,200638,9/23/2006,Northern,1,1248,0.08,2
1560,2005-2006,200638,9/23/2006,Upper Southern,7,1788,0.39,5
1561,2005-2006,200639,9/30/2006,Bay Area,28,1531,1.83,6
1562,2005-2006,200639,9/30/2006,California,122,9448,1.29,33
1563,2005-2006,200639,9/30/2006,Central,0,554,0,3
1564,2005-2006,200639,9/30/2006,Lower Southern,86,5297,1.62,16
1565,2005-2006,200639,9/30/2006,Northern,1,394,0.25,2
1566,2005-2006,200639,9/30/2006,Upper Southern,7,1672,0.42,6
1567,2006-2007,200640,10/7/2006,Bay Area,85,3844,2.21,27
1568,2006-2007,200640,10/7/2006,California,306,20691,1.48,114
1569,2006-2007,200640,10/7/2006,Central,13,2322,0.56,18
1570,2006-2007,200640,10/7/2006,Lower Southern,136,5486,2.48,25
1571,2006-2007,200640,10/7/2006,Northern,10,2714,0.37,14
1572,2006-2007,200640,10/7/2006,Upper Southern,62,6325,0.98,30
1573,2006-2007,200641,10/14/2006,Bay Area,69,3961,1.74,30
1574,2006-2007,200641,10/14/2006,California,329,21351,1.54,115
1575,2006-2007,200641,10/14/2006,Central,15,2040,0.74,16
1576,2006-2007,200641,10/14/2006,Lower Southern,172,6094,2.82,27
1577,2006-2007,200641,10/14/2006,Northern,16,2894,0.55,14
1578,2006-2007,200641,10/14/2006,Upper Southern,57,6362,0.9,28
1579,2006-2007,200642,10/21/2006,Bay Area,79,4010,1.97,30
1580,2006-2007,200642,10/21/2006,California,322,20996,1.53,115
1581,2006-2007,200642,10/21/2006,Central,21,1937,1.08,16
1582,2006-2007,200642,10/21/2006,Lower Southern,155,6201,2.5,27
1583,2006-2007,200642,10/21/2006,Northern,17,2830,0.6,14
1584,2006-2007,200642,10/21/2006,Upper Southern,50,6018,0.83,28
1585,2006-2007,200643,10/28/2006,Bay Area,100,4123,2.43,31
1586,2006-2007,200643,10/28/2006,California,267,20483,1.3,115
1587,2006-2007,200643,10/28/2006,Central,11,1762,0.62,16
1588,2006-2007,200643,10/28/2006,Lower Southern,98,5653,1.73,29
1589,2006-2007,200643,10/28/2006,Northern,16,2592,0.62,13
1590,2006-2007,200643,10/28/2006,Upper Southern,42,6353,0.66,26
1591,2006-2007,200644,11/4/2006,Bay Area,106,4016,2.64,29
1592,2006-2007,200644,11/4/2006,California,358,21874,1.64,122
1593,2006-2007,200644,11/4/2006,Central,9,2234,0.4,17
1594,2006-2007,200644,11/4/2006,Lower Southern,180,6664,2.7,33
1595,2006-2007,200644,11/4/2006,Northern,23,2790,0.82,14
1596,2006-2007,200644,11/4/2006,Upper Southern,40,6170,0.65,29
1597,2006-2007,200645,11/11/2006,Bay Area,78,3813,2.05,28
1598,2006-2007,200645,11/11/2006,California,335,21213,1.58,117
1599,2006-2007,200645,11/11/2006,Central,16,2460,0.65,17
1600,2006-2007,200645,11/11/2006,Lower Southern,178,6945,2.56,31
1601,2006-2007,200645,11/11/2006,Northern,22,2444,0.9,14
1602,2006-2007,200645,11/11/2006,Upper Southern,41,5551,0.74,27
1603,2006-2007,200646,11/18/2006,Bay Area,85,3948,2.15,30
1604,2006-2007,200646,11/18/2006,California,312,22015,1.42,119
1605,2006-2007,200646,11/18/2006,Central,16,2217,0.72,17
1606,2006-2007,200646,11/18/2006,Lower Southern,151,7102,2.13,30
1607,2006-2007,200646,11/18/2006,Northern,23,2719,0.85,14
1608,2006-2007,200646,11/18/2006,Upper Southern,37,6029,0.61,28
1609,2006-2007,200647,11/25/2006,Bay Area,49,2342,2.09,29
1610,2006-2007,200647,11/25/2006,California,265,14910,1.78,120
1611,2006-2007,200647,11/25/2006,Central,16,1400,1.14,20
1612,2006-2007,200647,11/25/2006,Lower Southern,147,5100,2.88,28
1613,2006-2007,200647,11/25/2006,Northern,18,946,1.9,14
1614,2006-2007,200647,11/25/2006,Upper Southern,35,5122,0.68,29
1615,2006-2007,200648,12/2/2006,Bay Area,66,4274,1.54,28
1616,2006-2007,200648,12/2/2006,California,329,22005,1.5,122
1617,2006-2007,200648,12/2/2006,Central,35,3121,1.12,23
1618,2006-2007,200648,12/2/2006,Lower Southern,167,5798,2.88,28
1619,2006-2007,200648,12/2/2006,Northern,28,2653,1.06,15
1620,2006-2007,200648,12/2/2006,Upper Southern,33,6159,0.54,28
1621,2006-2007,200649,12/9/2006,Bay Area,65,3917,1.66,27
1622,2006-2007,200649,12/9/2006,California,369,21962,1.68,123
1623,2006-2007,200649,12/9/2006,Central,29,3451,0.84,23
1624,2006-2007,200649,12/9/2006,Lower Southern,157,4714,3.33,28
1625,2006-2007,200649,12/9/2006,Northern,42,2708,1.55,15
1626,2006-2007,200649,12/9/2006,Upper Southern,76,7172,1.06,30
1627,2006-2007,200650,12/16/2006,Bay Area,64,4200,1.52,29
1628,2006-2007,200650,12/16/2006,California,405,22254,1.82,125
1629,2006-2007,200650,12/16/2006,Central,36,3168,1.14,22
1630,2006-2007,200650,12/16/2006,Lower Southern,201,6283,3.2,29
1631,2006-2007,200650,12/16/2006,Northern,44,2608,1.69,17
1632,2006-2007,200650,12/16/2006,Upper Southern,60,5995,1,28
1633,2006-2007,200651,12/23/2006,Bay Area,63,2846,2.21,29
1634,2006-2007,200651,12/23/2006,California,419,14647,2.86,114
1635,2006-2007,200651,12/23/2006,Central,42,1479,2.84,20
1636,2006-2007,200651,12/23/2006,Lower Southern,229,5089,4.5,27
1637,2006-2007,200651,12/23/2006,Northern,45,1348,3.34,15
1638,2006-2007,200651,12/23/2006,Upper Southern,40,3885,1.03,23
1639,2006-2007,200652,12/30/2006,Bay Area,70,1662,4.21,22
1640,2006-2007,200652,12/30/2006,California,262,10298,2.54,110
1641,2006-2007,200652,12/30/2006,Central,29,819,3.54,20
1642,2006-2007,200652,12/30/2006,Lower Southern,90,2584,3.48,23
1643,2006-2007,200652,12/30/2006,Northern,34,1213,2.8,19
1644,2006-2007,200652,12/30/2006,Upper Southern,39,4020,0.97,26
1645,2006-2007,200701,1/6/2007,Bay Area,106,2552,4.15,23
1646,2006-2007,200701,1/6/2007,California,475,15118,3.14,115
1647,2006-2007,200701,1/6/2007,Central,25,690,3.62,19
1648,2006-2007,200701,1/6/2007,Lower Southern,244,5482,4.45,29
1649,2006-2007,200701,1/6/2007,Northern,45,1780,2.53,17
1650,2006-2007,200701,1/6/2007,Upper Southern,55,4614,1.19,27
1651,2006-2007,200702,1/13/2007,Bay Area,164,3872,4.24,29
1652,2006-2007,200702,1/13/2007,California,612,20260,3.02,123
1653,2006-2007,200702,1/13/2007,Central,47,1994,2.36,21
1654,2006-2007,200702,1/13/2007,Lower Southern,289,6671,4.33,32
1655,2006-2007,200702,1/13/2007,Northern,41,1730,2.37,14
1656,2006-2007,200702,1/13/2007,Upper Southern,71,5993,1.18,27
1657,2006-2007,200703,1/20/2007,Bay Area,164,3704,4.43,31
1658,2006-2007,200703,1/20/2007,California,600,20115,2.98,128
1659,2006-2007,200703,1/20/2007,Central,37,1846,2,22
1660,2006-2007,200703,1/20/2007,Lower Southern,269,6401,4.2,31
1661,2006-2007,200703,1/20/2007,Northern,44,2486,1.77,17
1662,2006-2007,200703,1/20/2007,Upper Southern,86,5678,1.51,27
1663,2006-2007,200704,1/27/2007,Bay Area,258,4463,5.78,30
1664,2006-2007,200704,1/27/2007,California,893,23154,3.86,126
1665,2006-2007,200704,1/27/2007,Central,61,2429,2.51,22
1666,2006-2007,200704,1/27/2007,Lower Southern,395,7165,5.51,30
1667,2006-2007,200704,1/27/2007,Northern,54,2716,1.99,18
1668,2006-2007,200704,1/27/2007,Upper Southern,125,6381,1.96,26
1669,2006-2007,200705,2/3/2007,Bay Area,230,4546,5.06,31
1670,2006-2007,200705,2/3/2007,California,1099,25439,4.32,130
1671,2006-2007,200705,2/3/2007,Central,122,2775,4.4,22
1672,2006-2007,200705,2/3/2007,Lower Southern,423,7454,5.67,32
1673,2006-2007,200705,2/3/2007,Northern,167,3992,4.18,16
1674,2006-2007,200705,2/3/2007,Upper Southern,157,6672,2.35,29
1675,2006-2007,200706,2/10/2007,Bay Area,271,4643,5.84,31
1676,2006-2007,200706,2/10/2007,California,1212,25296,4.79,129
1677,2006-2007,200706,2/10/2007,Central,108,2559,4.22,21
1678,2006-2007,200706,2/10/2007,Lower Southern,438,7851,5.58,31
1679,2006-2007,200706,2/10/2007,Northern,230,3489,6.59,16
1680,2006-2007,200706,2/10/2007,Upper Southern,165,6754,2.44,30
1681,2006-2007,200707,2/17/2007,Bay Area,180,4097,4.39,27
1682,2006-2007,200707,2/17/2007,California,1003,25180,3.98,125
1683,2006-2007,200707,2/17/2007,Central,117,2358,4.96,20
1684,2006-2007,200707,2/17/2007,Lower Southern,405,7507,5.39,33
1685,2006-2007,200707,2/17/2007,Northern,176,3369,5.22,17
1686,2006-2007,200707,2/17/2007,Upper Southern,125,7849,1.59,28
1687,2006-2007,200708,2/24/2007,Bay Area,158,3803,4.15,30
1688,2006-2007,200708,2/24/2007,California,814,24390,3.34,124
1689,2006-2007,200708,2/24/2007,Central,98,2212,4.43,19
1690,2006-2007,200708,2/24/2007,Lower Southern,376,6814,5.52,31
1691,2006-2007,200708,2/24/2007,Northern,74,3112,2.38,15
1692,2006-2007,200708,2/24/2007,Upper Southern,108,8449,1.28,29
1693,2006-2007,200709,3/3/2007,Bay Area,140,4118,3.4,30
1694,2006-2007,200709,3/3/2007,California,686,24026,2.86,126
1695,2006-2007,200709,3/3/2007,Central,95,2484,3.82,21
1696,2006-2007,200709,3/3/2007,Lower Southern,311,6909,4.5,31
1697,2006-2007,200709,3/3/2007,Northern,62,3142,1.97,17
1698,2006-2007,200709,3/3/2007,Upper Southern,78,7373,1.06,27
1699,2006-2007,200710,3/10/2007,Bay Area,149,3760,3.96,22
1700,2006-2007,200710,3/10/2007,California,744,25851,2.88,123
1701,2006-2007,200710,3/10/2007,Central,85,2629,3.23,21
1702,2006-2007,200710,3/10/2007,Lower Southern,367,8133,4.51,34
1703,2006-2007,200710,3/10/2007,Northern,59,3072,1.92,17
1704,2006-2007,200710,3/10/2007,Upper Southern,84,8257,1.02,29
1705,2006-2007,200711,3/17/2007,Bay Area,133,3957,3.36,21
1706,2006-2007,200711,3/17/2007,California,567,24994,2.27,115
1707,2006-2007,200711,3/17/2007,Central,60,2577,2.33,20
1708,2006-2007,200711,3/17/2007,Lower Southern,264,7766,3.4,33
1709,2006-2007,200711,3/17/2007,Northern,36,2547,1.41,15
1710,2006-2007,200711,3/17/2007,Upper Southern,74,8147,0.91,26
1711,2006-2007,200712,3/24/2007,Bay Area,79,3540,2.23,22
1712,2006-2007,200712,3/24/2007,California,396,20226,1.96,116
1713,2006-2007,200712,3/24/2007,Central,29,1914,1.52,19
1714,2006-2007,200712,3/24/2007,Lower Southern,199,5787,3.44,33
1715,2006-2007,200712,3/24/2007,Northern,30,1904,1.58,15
1716,2006-2007,200712,3/24/2007,Upper Southern,59,7081,0.83,27
1717,2006-2007,200713,3/31/2007,Bay Area,56,2860,1.96,21
1718,2006-2007,200713,3/31/2007,California,317,18211,1.74,109
1719,2006-2007,200713,3/31/2007,Central,20,1466,1.36,15
1720,2006-2007,200713,3/31/2007,Lower Southern,155,4472,3.47,32
1721,2006-2007,200713,3/31/2007,Northern,22,2371,0.93,15
1722,2006-2007,200713,3/31/2007,Upper Southern,64,7042,0.91,26
1723,2006-2007,200714,4/7/2007,Bay Area,72,4094,1.76,29
1724,2006-2007,200714,4/7/2007,California,228,20018,1.14,121
1725,2006-2007,200714,4/7/2007,Central,11,1197,0.92,17
1726,2006-2007,200714,4/7/2007,Lower Southern,52,4065,1.28,31
1727,2006-2007,200714,4/7/2007,Northern,17,2673,0.64,14
1728,2006-2007,200714,4/7/2007,Upper Southern,76,7989,0.95,30
1729,2006-2007,200715,4/14/2007,Bay Area,42,2685,1.56,25
1730,2006-2007,200715,4/14/2007,California,395,20013,1.97,118
1731,2006-2007,200715,4/14/2007,Central,7,1144,0.61,19
1732,2006-2007,200715,4/14/2007,Lower Southern,286,6051,4.73,30
1733,2006-2007,200715,4/14/2007,Northern,10,2476,0.4,14
1734,2006-2007,200715,4/14/2007,Upper Southern,50,7657,0.65,30
1735,2006-2007,200716,4/21/2007,Bay Area,56,2784,2.01,24
1736,2006-2007,200716,4/21/2007,California,258,20380,1.27,114
1737,2006-2007,200716,4/21/2007,Central,19,2167,0.88,20
1738,2006-2007,200716,4/21/2007,Lower Southern,161,6866,2.34,31
1739,2006-2007,200716,4/21/2007,Northern,9,2393,0.38,13
1740,2006-2007,200716,4/21/2007,Upper Southern,13,6170,0.21,26
1741,2006-2007,200717,4/28/2007,Bay Area,48,3156,1.52,24
1742,2006-2007,200717,4/28/2007,California,253,21228,1.19,112
1743,2006-2007,200717,4/28/2007,Central,24,1884,1.27,17
1744,2006-2007,200717,4/28/2007,Lower Southern,153,6589,2.32,31
1745,2006-2007,200717,4/28/2007,Northern,10,2343,0.43,13
1746,2006-2007,200717,4/28/2007,Upper Southern,18,7256,0.25,27
1747,2006-2007,200718,5/5/2007,Bay Area,40,2727,1.47,19
1748,2006-2007,200718,5/5/2007,California,254,18972,1.34,110
1749,2006-2007,200718,5/5/2007,Central,12,1808,0.66,19
1750,2006-2007,200718,5/5/2007,Lower Southern,164,7001,2.34,31
1751,2006-2007,200718,5/5/2007,Northern,12,2333,0.51,13
1752,2006-2007,200718,5/5/2007,Upper Southern,26,5103,0.51,28
1753,2006-2007,200719,5/12/2007,Bay Area,49,2992,1.64,16
1754,2006-2007,200719,5/12/2007,California,235,18539,1.27,97
1755,2006-2007,200719,5/12/2007,Central,6,1342,0.45,15
1756,2006-2007,200719,5/12/2007,Lower Southern,144,7058,2.04,31
1757,2006-2007,200719,5/12/2007,Northern,8,1868,0.43,10
1758,2006-2007,200719,5/12/2007,Upper Southern,28,5279,0.53,25
1759,2006-2007,200720,5/19/2007,Bay Area,40,2402,1.67,14
1760,2006-2007,200720,5/19/2007,California,212,17043,1.24,87
1761,2006-2007,200720,5/19/2007,Central,10,1344,0.74,16
1762,2006-2007,200720,5/19/2007,Lower Southern,136,6435,2.11,27
1763,2006-2007,200720,5/19/2007,Northern,6,1788,0.34,9
1764,2006-2007,200720,5/19/2007,Upper Southern,20,5074,0.39,21
1765,2006-2007,200721,5/26/2007,Bay Area,28,1899,1.47,9
1766,2006-2007,200721,5/26/2007,California,152,14207,1.07,68
1767,2006-2007,200721,5/26/2007,Central,1,703,0.14,8
1768,2006-2007,200721,5/26/2007,Lower Southern,112,6327,1.77,26
1769,2006-2007,200721,5/26/2007,Northern,1,859,0.12,7
1770,2006-2007,200721,5/26/2007,Upper Southern,10,4419,0.23,18
1771,2006-2007,200722,6/2/2007,Bay Area,15,1292,1.16,9
1772,2006-2007,200722,6/2/2007,California,131,11088,1.18,62
1773,2006-2007,200722,6/2/2007,Central,5,813,0.62,10
1774,2006-2007,200722,6/2/2007,Lower Southern,96,5152,1.86,22
1775,2006-2007,200722,6/2/2007,Northern,2,591,0.34,6
1776,2006-2007,200722,6/2/2007,Upper Southern,13,3240,0.4,15
1777,2006-2007,200723,6/9/2007,Bay Area,27,1374,1.97,8
1778,2006-2007,200723,6/9/2007,California,120,10432,1.15,50
1779,2006-2007,200723,6/9/2007,Central,0,270,0,4
1780,2006-2007,200723,6/9/2007,Lower Southern,86,5019,1.71,20
1781,2006-2007,200723,6/9/2007,Northern,0,639,0,5
1782,2006-2007,200723,6/9/2007,Upper Southern,7,3130,0.22,13
1783,2006-2007,200724,6/16/2007,Bay Area,12,1374,0.87,6
1784,2006-2007,200724,6/16/2007,California,123,9408,1.31,43
1785,2006-2007,200724,6/16/2007,Central,2,171,1.17,2
1786,2006-2007,200724,6/16/2007,Lower Southern,89,4292,2.07,15
1787,2006-2007,200724,6/16/2007,Northern,0,688,0,6
1788,2006-2007,200724,6/16/2007,Upper Southern,20,2883,0.69,14
1789,2006-2007,200725,6/23/2007,Bay Area,15,1229,1.22,5
1790,2006-2007,200725,6/23/2007,California,102,8273,1.23,38
1791,2006-2007,200725,6/23/2007,Central,0,138,0,2
1792,2006-2007,200725,6/23/2007,Lower Southern,82,3988,2.06,15
1793,2006-2007,200725,6/23/2007,Northern,0,731,0,6
1794,2006-2007,200725,6/23/2007,Upper Southern,5,2187,0.23,10
1795,2006-2007,200726,6/30/2007,Bay Area,15,1302,1.15,6
1796,2006-2007,200726,6/30/2007,California,96,8127,1.18,40
1797,2006-2007,200726,6/30/2007,Central,0,494,0,5
1798,2006-2007,200726,6/30/2007,Lower Southern,74,3436,2.15,14
1799,2006-2007,200726,6/30/2007,Northern,0,670,0,5
1800,2006-2007,200726,6/30/2007,Upper Southern,7,2225,0.31,10
1801,2006-2007,200727,7/7/2007,Bay Area,6,888,0.68,6
1802,2006-2007,200727,7/7/2007,California,24,4411,0.54,34
1803,2006-2007,200727,7/7/2007,Central,3,240,1.25,4
1804,2006-2007,200727,7/7/2007,Lower Southern,6,780,0.77,10
1805,2006-2007,200727,7/7/2007,Northern,0,335,0,4
1806,2006-2007,200727,7/7/2007,Upper Southern,9,2168,0.42,10
1807,2006-2007,200728,7/14/2007,Bay Area,8,1348,0.59,7
1808,2006-2007,200728,7/14/2007,California,14,4888,0.29,31
1809,2006-2007,200728,7/14/2007,Central,1,129,0.78,2
1810,2006-2007,200728,7/14/2007,Lower Southern,1,750,0.13,9
1811,2006-2007,200728,7/14/2007,Northern,0,455,0,4
1812,2006-2007,200728,7/14/2007,Upper Southern,4,2206,0.18,9
1813,2006-2007,200729,7/21/2007,Bay Area,13,1128,1.15,6
1814,2006-2007,200729,7/21/2007,California,25,4768,0.52,31
1815,2006-2007,200729,7/21/2007,Central,1,231,0.43,4
1816,2006-2007,200729,7/21/2007,Lower Southern,4,765,0.52,7
1817,2006-2007,200729,7/21/2007,Northern,0,373,0,4
1818,2006-2007,200729,7/21/2007,Upper Southern,7,2271,0.31,10
1819,2006-2007,200730,7/28/2007,Bay Area,19,1279,1.49,7
1820,2006-2007,200730,7/28/2007,California,30,5160,0.58,34
1821,2006-2007,200730,7/28/2007,Central,0,228,0,4
1822,2006-2007,200730,7/28/2007,Lower Southern,3,882,0.34,9
1823,2006-2007,200730,7/28/2007,Northern,0,429,0,4
1824,2006-2007,200730,7/28/2007,Upper Southern,8,2342,0.34,10
1825,2006-2007,200731,8/4/2007,Bay Area,9,1231,0.73,7
1826,2006-2007,200731,8/4/2007,California,20,4958,0.4,34
1827,2006-2007,200731,8/4/2007,Central,0,218,0,4
1828,2006-2007,200731,8/4/2007,Lower Southern,3,795,0.38,9
1829,2006-2007,200731,8/4/2007,Northern,0,465,0,4
1830,2006-2007,200731,8/4/2007,Upper Southern,8,2249,0.36,10
1831,2006-2007,200732,8/11/2007,Bay Area,25,1263,1.98,5
1832,2006-2007,200732,8/11/2007,California,37,4462,0.83,28
1833,2006-2007,200732,8/11/2007,Central,0,60,0,1
1834,2006-2007,200732,8/11/2007,Lower Southern,4,770,0.52,9
1835,2006-2007,200732,8/11/2007,Northern,0,244,0,3
1836,2006-2007,200732,8/11/2007,Upper Southern,8,2125,0.38,10
1837,2006-2007,200733,8/18/2007,Bay Area,17,1238,1.37,6
1838,2006-2007,200733,8/18/2007,California,51,5371,0.95,28
1839,2006-2007,200733,8/18/2007,Central,0,136,0,2
1840,2006-2007,200733,8/18/2007,Lower Southern,29,1669,1.74,10
1841,2006-2007,200733,8/18/2007,Northern,0,416,0,4
1842,2006-2007,200733,8/18/2007,Upper Southern,5,1912,0.26,6
1843,2006-2007,200734,8/25/2007,Bay Area,26,1500,1.73,6
1844,2006-2007,200734,8/25/2007,California,105,6164,1.7,33
1845,2006-2007,200734,8/25/2007,Central,1,220,0.45,3
1846,2006-2007,200734,8/25/2007,Lower Southern,66,1888,3.5,12
1847,2006-2007,200734,8/25/2007,Northern,0,389,0,4
1848,2006-2007,200734,8/25/2007,Upper Southern,12,2167,0.55,8
1849,2006-2007,200735,9/1/2007,Bay Area,23,1737,1.32,5
1850,2006-2007,200735,9/1/2007,California,82,6644,1.23,31
1851,2006-2007,200735,9/1/2007,Central,0,187,0,3
1852,2006-2007,200735,9/1/2007,Lower Southern,49,2285,2.14,12
1853,2006-2007,200735,9/1/2007,Northern,0,463,0,4
1854,2006-2007,200735,9/1/2007,Upper Southern,10,1972,0.51,7
1855,2006-2007,200736,9/8/2007,Bay Area,9,1473,0.61,5
1856,2006-2007,200736,9/8/2007,California,63,6105,1.03,32
1857,2006-2007,200736,9/8/2007,Central,0,402,0,3
1858,2006-2007,200736,9/8/2007,Lower Southern,46,1880,2.45,13
1859,2006-2007,200736,9/8/2007,Northern,0,348,0,4
1860,2006-2007,200736,9/8/2007,Upper Southern,8,2002,0.4,7
1861,2006-2007,200737,9/15/2007,Bay Area,34,1819,1.87,6
1862,2006-2007,200737,9/15/2007,California,101,5628,1.79,32
1863,2006-2007,200737,9/15/2007,Central,0,629,0,3
1864,2006-2007,200737,9/15/2007,Lower Southern,63,2219,2.84,13
1865,2006-2007,200737,9/15/2007,Northern,0,458,0,4
1866,2006-2007,200737,9/15/2007,Upper Southern,4,503,0.8,6
1867,2006-2007,200738,9/22/2007,Bay Area,30,1656,1.81,5
1868,2006-2007,200738,9/22/2007,California,106,7093,1.49,34
1869,2006-2007,200738,9/22/2007,Central,0,587,0,3
1870,2006-2007,200738,9/22/2007,Lower Southern,70,2443,2.87,15
1871,2006-2007,200738,9/22/2007,Northern,0,448,0,4
1872,2006-2007,200738,9/22/2007,Upper Southern,6,1959,0.31,7
1873,2006-2007,200739,9/29/2007,Bay Area,60,1710,3.51,5
1874,2006-2007,200739,9/29/2007,California,155,9036,1.72,41
1875,2006-2007,200739,9/29/2007,Central,2,655,0.31,4
1876,2006-2007,200739,9/29/2007,Lower Southern,80,2620,3.05,15
1877,2006-2007,200739,9/29/2007,Northern,0,462,0,5
1878,2006-2007,200739,9/29/2007,Upper Southern,13,3589,0.36,12
1879,2007-2008,200740,10/6/2007,Bay Area,29,4013,0.72,24
1880,2007-2008,200740,10/6/2007,California,196,20719,0.95,115
1881,2007-2008,200740,10/6/2007,Central,15,2749,0.55,22
1882,2007-2008,200740,10/6/2007,Lower Southern,111,5786,1.92,31
1883,2007-2008,200740,10/6/2007,Northern,14,2316,0.6,13
1884,2007-2008,200740,10/6/2007,Upper Southern,27,5855,0.46,25
1885,2007-2008,200741,10/13/2007,Bay Area,59,3953,1.49,25
1886,2007-2008,200741,10/13/2007,California,276,21071,1.31,123
1887,2007-2008,200741,10/13/2007,Central,33,2036,1.62,23
1888,2007-2008,200741,10/13/2007,Lower Southern,139,6339,2.19,32
